text,final_label
"That bitch called on Thor for some strength. &#58386;&#58386; RT""@ChubbyGirlGod: Wait... http://t.co/UAf57JyiOi""",1
"If you've ever been to drunk to fish, you might be a redneck",3
When this test is over today I'm making a pan of brownies. I'm going to lay in bed all day &amp; eat them until my heart is content. &#128524;,3
"Can you really take dick or nah?
Can I bring another bitch or nah?",1
All my young boys round me sayin get money and fuck these hoes,1
RT @Nekkohbk: I love my sperm cells too much to waste it on a bitch with no hair,1
Follow me back bitch.,1
RT @ajjacobs: Just learned that there was a 1932 Japanese political plot to assassinate Charlie Chaplin. #PleaseOptionThisTweetNow #Back ...,3
in real life and online I follow that. sorry folks but just cause I look like a border hopper don't mean I am one. born and raised here,0
You say that bitch bad but she ain't shit to me !,1
"Hurry up nigga this the last key, they dont know where the fiberglass safe at, to get in that bitch you need a glass key!",1
This is no excuse to call me bitch? You got caught. Stop.,1
@ShawnIrwin9 good one fag boy.,1
What to do about a #disloyal #president and a party that supports him    #TrumpIsATraitor   #ComplicitGOP https://t.co/xwJTXrmejN,0
"RT @KevinHart2ReaI: bitches love ""body party"" &#128571;&#128166;&#128069;&#128068;&#128525;&#128149; but when it's time to take da dick, the party canceled &#128581;&#127814; FALSE ADVERTISING ASS BITCHES",1
Fucked the shit out yo bitch earlier she said she couldn't stand straight,1
You want thingamabobs? I got twenty bitch,1
""" momma said no pussy cats inside my doghouse """,3
RT @UrKindOfBrand: If she's always been a dyke she's a virgin. No way around that. Her first time eating box don't take her virginity.... #&#8230;,1
RT @badblogger69: @wenchbucket that monkey is from hell,3
' I'm that niggah you can show out in public babbbbbbyyyy &#1041191;&#1043215; lol,1
RT @TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/4UVjjbeqDD,1
Even gtta AK sittn at my bitch house,1
@Crowe_FaShow cause of the loads of pussy you get right,1
Just saw the baddest bitch in life walking down the street if she didn't have that Aeropostale shirt on I prolly woulda gamed her ass up,1
"No. Its wrong to try to change #faggots&gt; There is no ""therapy"" so #tcot should understand and sympathize like they are #retards&gt;",0
life to great to be mad all day... bitch I'm bless move ur negativity dat way&#128073;,1
@BlackManUSA @texasdivepro Historical point: cracker was a term for the Irish settling in the woods of the mid-Atlantic. Hardly offensive.,3
"""@TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/lt9LIJjpg9""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",1
I'm with 3 bitches &amp; 2 of em mix,1
aye bitch try this,1
You scum bro RT @HURRICANESENSEI: When tha pussy was trash but she still txt yu... http://t.co/5tasiq5YO8 my life ain't shit,1
I don't believe in that frenemies shit who Wats to have a bitch like dat with u all the time,1
"RT @BlackRichyRich: Every nigga
New hoe is 
Da next niggas old hoe",1
"RT @Classact23: RT @DarkKent27: If I text ""You up?"" that means is it safe for me to come and eat the pussy until I reach cream filling?&gt; &#128563;.&#8230;",1
@B_Boogie22 @Gr3atness_ All I said he’s had a lot of help when people say he didn’t and I showed y’all all the numb… https://t.co/m3NYpoO3mf,3
"One witch down, so many to go.    #ImpeachTrumpNow  #RESIST  #ImpeachDonaldTrump  #GOPComplicitTraitors  #GOPWarOnWomen  #TraitorTrump  #ImpeachTheMF  #FuckTrump  #SarahSandersSucks https://t.co/o1N9AlCZJw",2
@CallMeRenee_ bitch u bs how fck yah &#9996;&#65039;&#128553;&#128514;&#128514;&#128080;&#128079;&#128526;&#128129;,1
"@ShashiTharoor Even after this you won't criticise #Mamta Govt. A mob of 200 people attacks an hospital beat the hell out of doctors, terrorizes the patients , hit an 22 yr old doc. So badly that his skull is broken &amp; he is in a state of coma. 1/2     #DoctorsFightBack #DoctorStrike",3
RT @Lovablee_Tyy: Im a bitch when Im hungry !,1
Popped a pussy i'm sweating lol http://t.co/9Hyk5V0p,1
@pistol_pete96 @ZP3_ @max_byers12094 LJ hoes!!,1
“the swamp” in Moscow trying to buy his way into Putin’s good graces and make some money....     so basically just like his presidency only this time it’s Treason 🇺🇸  #TrumpIsATraitor https://t.co/RJrtfxFPYI,1
"@kathleenparker of the washington post to call the President ignorant I ask you racist ,angry ,bitter, bitch look in the mirror!!!!!!!!!!!",1
@BigLovemusic Bruh that won't happen cuz I can see that big bitch or it before it strikes.,1
RT @SaucyJames: Go dumb bitch do your dumb dance,1
Pussys only pussy an I get it when I need it,1
Bad bitches ain't cheap,1
Nippin these Clarke Motel bitches...they get free pizza EVERY DAY and don't tip shit. Also never give us any business. Game is over.,1
@Belbert11 @BuhrowAustin well looks like I'll be buying you two a big bitch box of Busch NA &#128129;,1
Today would have been my 9 year anniversary with my ex and my calendar just kindly reminded of it since I forgot to delete the alert after we broke up 🤦🏽‍♀️🌚 #dickhead,3
Junior Doctors- we want security  Mamata Banerjee- cannot be done    Junior doctors- you have to apologize  Mamata Banerjee-  #DoctorsFightBack https://t.co/5w7N1YhiF8,3
'Iran written all over it.' Shades of Tonkin gulf perhaps? #fucktrump #liarinchief #propaganda,3
Hey morons at #foxnews and #foxandfriends was it political when Bush raised terror threat right before the election? LMAO at u #teabaggers,1
RT @SheswantstheD: when u and ur boys discover a hoe http://t.co/3tK3UsCLwd,1
It's going down it's going down it's going down lil bitch.,1
OCE IS ON THE FUCKING COME UP FOR EVERY ESPORTS. DONT FUCKIN SLEEP ON US CUNTS,2
the opening to Donatella inspires me to wake up and be the baddest bitch I know I can be every day thank you @ladygaga,1
@Rvm3o no reason to hit with you when I know you pussy I won't get no cool points,1
@realDonaldTrump The United States of America needs a new President! #TrumpsAnInternationalDisgrace #TrumpIsAFraud #TrumpIsACriminal #TrumpIsATraitor,3
Beat the pussy in so well her shit still hurting from a week ago,1
Them brownies tho &#128524;&#128076;,3
"7 pounds never fails to make me cry. Im not bitch, I just relate to it",1
"RT @OneandOnlyTina: What I know:
You support killing babies, mock the handicapped, slept your way into Harvard then ditched your hubby &amp; ki&#8230;",3
"Bitch fuck yo nigga, what's up with that pussy!!?!",0
Broke bitches on my tl...,1
People who chose the country over the City are miserable trash. They deserve neither respect nor consideration. They are less than scum.,3
"Same shit RT @Che_TheYello1: But your bm tho? ... ""@viaNAWF: If my ex wanna go fuck my enemy, may God be with her. Ain't my hoe no more.""",1
"Not enough harassing,  your still here. Your like a very unwelcome relative that wont leave. Everyone let's you know but you still stay. Please go.. I promise you'll be very alone once you do. #JohnMcCainDay #TrumpIsATraitor #Collusion https://t.co/ypExNZhjCp",3
God Save people of #Bengal   #IstandwithNRS   #DoctorsFightBack   #Savethedoctors https://t.co/a1FKPiKZh1,3
When the teachers aid trys acting like she's the teacher... bitch please,1
 spycam lesbians kazakhstan dating sites cum grannies doctors oral sex pussy fuck ass fucked girl getting fucked clips nipples sex phat ass fucked fuck housewife girls have real sex sex stories real nipples cock pic.twitter.com/XtSNYnH8oI,2
When was a hoe ever supposed to be loyal. I mean it wouldnt make em a hoe they'd be another housewife,1
@Pepper_Redbone @Yankees @Mets Oh yeah. And the annoying damn duck calls?? They outta be banned. Duck horns??,3
"RT @Cuff_no_Slut: Hate basic bitches,",1
RT @saraschaefer1: Can you get eye cancer from reading too many Michael Douglas pussy-juice-throat-cancer jokes?,1
@LeLittleLisa bitch I know you seen me tweet bout you,1
&#8220;@AC_Hussle: 98% of women were sluts freshman year of college.&#8221; Let these hoes be great,1
RT @TomBradysEgo: Sorry bitches it takes more than Luck to beat me.,1
@TheRealOJ32 RIP #NicoleBrownSimpson &amp; #RonGoldman your #MURDERER is on twitter  #fuckyouOJ,3
"If I ever saw Kendall Jones in person, Id kill her on sight. I hate that bitch more than anything in life.",1
@timesofindia No worries @timesofindia because there will be on only one winner   And that is  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  Rains🤷   #ShameOnICC   .  .  .  .,3
the only place I ever ask them to drive me is to the rave for shows and they fucking bitch about that,1
Tati Westbrook putting James Charles in the trash where he belongs (colorized) https://t.co/18yGeSJYYz,1
I refuse to raise a child in this bitch ass country.,1
Need to go get my passport shit sorted out soon. Europe is gonna be lit 🔥🔥🔥,2
RT @ItsFoodPorn: Oreo Ice Cream Cake http://t.co/Qpde1L6zAi,3
Still confused why King ordered two tranny hookers to the party last night..,1
I hate bitches with bad eyebrows,1
Merry Christmas to all y'all bitches and hoes,1
"Doctors are god, they are lifeline..🙌🙏  Caption it please..🙏🙏🙌🙌  #BengalDoctorsStrike  #DoctorsFightBack https://t.co/0C3IGLrNw7",3
I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.,0
"@KenSuttling @LesleySuttling Him as well, They like their fried chicken,esp the spear chuckers.",1
"""No boats and hoes please thanks"" - Mom",1
"Cast me far away, play these little games",3
Yasss bitches I'm brown&#128540;,1
"I""M THE MOTHER FUCKIN"" #UGLY&gt; #badguy&gt; #bitches&gt; #EliWallach TYPE SHIT #BreakingBad is a joke about #noose RIGS #LeeVanCleef #sports&gt;",1
"@PenguinGraham Yup, he did, like a straight bitch",1
"I hate when bitches say ""bro"" and ""bruh""",1
"Why are nudes called nudes? I would rather be like "" hey girl send me the tits and ass hoe """,1
"@56blackcat @ResistsMiranda Not in his, or her most wild fucking dreams! #FucktRump",2
@_TurnDownDre @kushdaddycorr lmao you stupid nigger,0
RT @Harry_Styles: @kathygriffin I just found an Oreo in my pocket... Is it yours? Thanks for looking after it .xx,3
RT @babyhayhayyy: there’s a lady at my moms apartment complex who’s trying to walk her cat on a leash. when I tell yall I’m dying 😭😭💀 https…,3
"Haha niggah @Mig_uel04 gave up , can't keep up with me &#128540; loser !",1
Professionals like doctors and nurses shouldn't have to be worried about protecting themselves while saving patients lives.  I hope a good constructive solution can be arrived at without politicizing the issue.       #DoctorsFightBack https://t.co/wgjrRK4msm,3
I got a missed call from your bitch &#128514;,1
RT @Alyssa_Milano: Here’s what I don’t understand: WHY ARE PEOPLE JUST OK WITH LYING UNDER OATH?!  https://t.co/fvpZedTUyj,3
@_SparkleLikeZen saves you a brownie*,3
RT @HoskinsTy96: @Vontey_isa_boss &#128514;&#128514;&#128514; ghetto ass mofos,3
"now that both my m&amp;g are over, i have found 926388383 to say to ruel lol",3
Longway bitch,1
"Dear @ICC, we see better rains here. You show us what you are meant for! #CWC19   @cricketworldcup   #ShameOnICC",0
@NurbsTheOcho8 @tori_mills02 not dykes or anything&#128111;&#128539;&#128109;,1
"If someone killed our president today, I would throw the biggest party ever! #fucktrump calling all Muslim countries,  why not kill this guy now? Please...",3
@trestiffer &amp; @Rhyds_herrrrrr had me so high off the monkey nutts yesterday nbs &#128532;&#128532;&#128518;&#128518;&#128526;&#128526;&#128548;&#127809;&#127811;&#127807;&#127807;,1
RT @NoLovee_Lost: Bend ha over pull ha hair eat her pussy lick her ass,1
Math is forever confusing to me #retard,1
RT @RichHomieMeezy: @54OO_Mauri my internet aint get transfered yet pussy,1
"""New Flame"" the song of the yr lol that bitch SUPER run like",1
Okay. I'll stop being a bitch now... Maybe &#128514;,1
I am a modi bhakt.. but from 2014-2019 nothing done for encephalitis in bihar.. thats really really disappointing. This all progress work and Yoga day are ok.. but we cant be silent on such severe failure of govt.,0
Who thinks the debates just won't be the same without Donna Brazile working on them behind the scenes?,3
@thesportsjudge. Sometimes a good hoe fire needs some Rocephin too before it'll go out.....,1
Charlie Sykes with the #HappyJohnMcCainDay shoutout. 😃👍🍻 #RealTime #FuckTrump,3
A girlfriend would be cool but pussy is all they got nowadays *,1
"Cuffing is a no no. My ring finger? Stay solo. Why be in a relationship, if you not letting your hoes go?",1
Flo is a bad bitch,1
"RT @GayAtHomeDad: Somewhere out there, a redneck is jerking off with a hand he'll lose in a firework accident tomorrow.",1
"RT @LissetElisa: Juan likes black girls monday - wednesday, spanish girls thursday &amp; friday, &amp; white bitches on the weekend tbb",1
"RT @WORIDSTARHlPHOP: When your phone goes off in class and the teacher says ""turn that trash off"" but its a song from your mixtape https://&#8230;",3
"Study by Center for Biological Diversity called (taxpayer funded) Ivanpah a &#8220;mega-trap&#8221;-will kill 28,000 birds year. http://t.co/xPXEhne29E",3
This Central Park 5 show is tough to watch. #FuckTrump,3
These kids man real life kids not even over 18 n bucking bitch sit yo stupid ass down,1
"There's gonna be a lot of trash talk today
#worldcup",3
@brittanyterry_ I need more dets!😍,3
&#8220;@BeardedGemini: &#8220;@GinaSanabria_: I have no hoes because yah nigga ain't shit&#8221;&#8221;,1
@iStandy is he chunky?,3
@yohiobaseball @TheLastRefuge2 #BoycottChina if you want a system of fair and reciprocal trade.,3
@Versanche only faggots drive stick,0
"Nah fuck em bitter heat bitches ""@YeIIowbang: Funny seeing heat and bulls fans get along lol""",1
RT @_danieebro: all these bitches fake if you ask me,1
RT @nkaiferiii: I use y’all here bc I cannot relate ijn. My confrontational ass is just waiting for anyone to do something I don’t like so…,2
#kevindurant you suck!!! Left your team alone!!! #douchebag,0
@Mista71 You're too much. 💋,3
Too worried bout bitches &amp; fashion they go missing in action.,1
RT @DragonflyJonez: Chicks would get tired of Dr Dre calling them a bitch and go listen to Jodeci talk about how they'd give her their hous&#8230;,1
Dont believe them hoes.,1
If you balling buy yo bitch somethin,1
RT @flemingryan5: @SavannaaSanford hoe,1
